Site,Subplot,Core_ID,Phenocam,Community,Snowmelt,DOY,Depth Increment,Depth_Type,Scanned,Overall Wet Weight (g),Volume (cm3(,Depth Wet Weight (g),HALVED Wet Weight,Subsection Wet Weight (g),Wet weight bulk density,Cage Weight (g),Subsection Dried Weight (g),sub_scaled,scaled_dry,Root Dry Biomass Total (g),dry_bulkdensity,rootmass_bulkdensity,Black_branch_biomass,Brown_branch_biomass,Sticky_biomass,Stringy_biomass,Branched_Biomass,Thick_biomass,White_branched_biomass,Seed_biomass,Fine_branched_biomass,Skinny_white_biomass,White_Skinny,Big_Brown,Big_Branched,Sprout,Chunky_white_Branched,Yellow_Branched,Thicker_orangey branched,White_chunky,Chunky orange branched,flat,Flat_branched,thicker_branched,Black_Chunky,light branched,woody_branched
Mt_Brew,Brandywine_2,P1,BRA_BC,Shrub,210,211,05-15,Middle,Y,425.08,384.834,166.43,NA,4.63,0.412567497,7.66,1.44,0.311015119,49.37987041,0.0204,0.128314729,0.158984087,0,0,0.0136,0,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P1,BRA_BC,Shrub,210,211,15-20,Bottom,Y,425.08,192.417,116.52,NA,4.63,0.563931461,8.01,1.44,0.311015119,33.74825054,0.0003,0.17539121,0.001710462,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P2,BRA_BC,Shrub,210,239,0-5,Top ,Y,372.01,192.417,108.33,NA,6.56,0.505308783,11.1,3.11,0.474085366,46.09532012,0.0435,0.239559499,0.181583282,0,0,0.016,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P2,BRA_BC,Shrub,210,239,05-15,Middle,Y,372.01,384.834,154.74,NA,6.56,0.377201599,9.58,3.11,0.474085366,68.81823171,0.0349,0.178825758,0.195162042,0,0,0.0109,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P2,BRA_BC,Shrub,210,239,15-20,Bottom,Y,372.01,192.417,110.51,NA,6.56,0.529371106,8.65,3.11,0.474085366,48.29033537,0.0952,0.250967094,0.379332599,0,0,0.0098,0,0.0027,0,0,0,0,0,0,0.0792,0,0,0,0,0,0,0,0.0035,0,0,0,0,0
Mt_Brew,Brandywine_2,P3,BRA_BC,Shrub,210,260,0-5,Top ,Y,353.51,192.417,101.02,NA,2.66,0.490809024,6.58,0.69,0.259398496,24.49759398,0.0915,0.127315123,0.71868917,0,0,0.0071,0,0.0162,0,0,0,0,0,0,0.0682,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P3,BRA_BC,Shrub,210,260,05-15,Middle,Y,353.51,384.834,144.28,NA,2.66,0.360233243,5.65,0.69,0.259398496,35.96041353,0.1941,0.093443962,2.077180768,0,0,0.0132,0,0.0089,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P3,BRA_BC,Shrub,210,260,15-20,Bottom,Y,353.51,192.417,105.59,NA,2.66,0.511441297,7.18,0.69,0.259398496,25.52740602,0.0201,0.132667103,0.151507039,0,0,0.0103,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P1,BRA_BC,Graminoid,210,211,0-5,Top ,Y,485.25,192.417,142.23,NA,5.69,0.645525084,18.02,1.15,0.202108963,25.10395431,0.0307,0.130466405,0.235309618,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0.0049,0,0,0.0236,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P1,BRA_BC,Graminoid,210,211,05-15,Middle,Y,485.25,384.834,216.17,NA,5.69,0.523576399,14.68,1.15,0.202108963,40.72293497,0.0082,0.105819483,0.077490456,0,0,0.0068,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P1,BRA_BC,Graminoid,210,211,15-20,Bottom,Y,485.25,192.417,116.23,NA,5.69,0.513260263,17.47,1.15,0.202108963,19.9602812,0.00071,0.1037345,0.006844396,0,0,0.0007,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P2,BRA_BC,Graminoid,210,239,0-5,Top ,Y,457.17,192.417,171.12,NA,8.51,0.807672919,15.71,1.86,0.218566392,33.96740306,0.1036,0.176530156,0.586868568,0,0,0.0259,0,0,0,0,0,0,0,0,0,0,0,0.0777,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P2,BRA_BC,Graminoid,210,239,05-15,Middle,Y,457.17,384.834,180.52,NA,8.51,0.417036956,20.03,1.86,0.218566392,35.07772033,0.0281,0.091150263,0.30828216,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.0067,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P2,BRA_BC,Graminoid,210,239,15-20,Bottom,Y,457.17,192.417,99.47,NA,8.51,0.449388568,13,1.86,0.218566392,18.89943596,0.031,0.098221238,0.315614022,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0.0131,0,0.0161,0,0,0,0,0
Mt_Brew,Brandywine_3,P3,BRA_BC,Graminoid,210,260,0-5,Top ,Y,681.04,192.417,200.62,NA,6.04,0.914836007,24.59,0.73,0.120860927,21.27514901,0.06811,0.110567928,0.616001414,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0.0022,0.0659,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P3,BRA_BC,Graminoid,210,260,05-15,Middle,Y,681.04,384.834,287.6,NA,6.04,0.715555278,12.23,0.73,0.120860927,33.28147351,0.06809,0.086482674,0.787325328,0,0,0.0066,0,0,0,0,0,0,0,0,0.01369,0,0,0.0478,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_3,P3,BRA_BC,Graminoid,210,260,15-20,Bottom,Y,681.04,192.417,169.69,NA,6.04,0.756845809,24.06,0.73,0.120860927,17.60097682,0.1051,0.091473086,1.148971839,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P1,TRI_BC,Shrub,211,211,0-5,Top ,Y,532.12,192.417,123.63,NA,9.56,0.566997719,14.53,1.13,0.118200837,12.8957113,0.0137,0.067019605,0.204417797,0,0,0.0036,0,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P1,TRI_BC,Shrub,211,211,05-15,Middle,Y,532.12,384.834,259.51,NA,9.56,0.623515594,19.56,1.13,0.118200837,28.36229079,0.0069,0.073700065,0.093622713,0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P1,TRI_BC,Shrub,211,211,15-20,Bottom,Y,532.12,192.417,143.51,NA,9.56,0.669327554,14.72,1.13,0.118200837,15.22308577,0.0378,0.079115077,0.477785037,0,0,0.0007,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P2,TRI_BC,Shrub,211,239,0-5,Top ,Y,581.65,192.417,200.51,NA,6.62,1.004692933,7.19,0.8,0.120845921,23.36193353,0.0372,0.121413043,0.306392122,0,0,0,0,0,0,0,0,0,0.0032,0,0,0.0338,0.0002,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P2,TRI_BC,Shrub,211,239,05-15,Middle,Y,581.65,384.834,269.12,NA,6.62,0.677175094,8.52,0.8,0.120845921,31.49244713,0.021,0.081833848,0.25661753,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P2,TRI_BC,Shrub,211,239,15-20,Bottom,Y,581.65,192.417,109.25,NA,6.62,0.539245493,5.49,0.8,0.120845921,12.53897281,0.0618,0.065165618,0.94835285,0,0,0.0228,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P3,TRI_BC,Shrub,211,260,0-5,Top ,Y,526.68,192.417,131.61,NA,6.24,0.67000317,2.69,0.88,0.141025641,18.18102564,0.0483,0.094487627,0.511178043,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0.0219,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P3,TRI_BC,Shrub,211,260,05-15,Middle,Y,526.68,384.834,223.21,NA,6.24,0.56322986,6.46,0.88,0.141025641,30.56730769,0.06795,0.079429852,0.855471819,0,0,0.0485,0,0.01355,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0
Mt_Brew,Tricouni_1,P3,TRI_BC,Shrub,211,260,15-20,Bottom,Y,526.68,192.417,166.62,NA,6.24,0.842181304,4.57,0.88,0.141025641,22.85320513,0.0215,0.118769158,0.181023427,0,0,0.01,0,0.0078,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P1,TRI_BC,Graminoid,211,211,0-5,Top ,Y,570.01,192.417,178.14,NA,3.7,0.87107688,10.53,0.42,0.113513514,19.026,0.0129,0.098878997,0.130462488,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P1,TRI_BC,Graminoid,211,211,05-15,Middle,Y,570.01,384.834,257.25,NA,3.7,0.63154503,14.21,0.42,0.113513514,27.58832432,0.00711,0.071688895,0.09917854,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P1,TRI_BC,Graminoid,211,211,15-20,Bottom,Y,570.01,192.417,129.46,NA,3.7,0.633883701,7.49,0.42,0.113513514,13.84524324,0.0046,0.071954366,0.063929408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P2,TRI_BC,Graminoid,211,239,0-5,Top ,Y,529.41,192.417,159.23,NA,10.23,0.800604936,5.18,2.42,0.23655914,36.44193548,0.0392,0.189390415,0.206979852,0,0,0.0283,0,0.0079,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P2,TRI_BC,Graminoid,211,239,05-15,Middle,Y,529.41,384.834,234.56,NA,10.23,0.592125436,6.69,2.42,0.23655914,53.90473118,0.0466,0.140072684,0.332684423,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P2,TRI_BC,Graminoid,211,239,15-20,Bottom,Y,529.41,192.417,133.18,NA,10.23,0.656282969,6.9,2.42,0.23655914,29.87268817,0.023,0.155249735,0.148148401,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P3,TRI_BC,Graminoid,211,260,0-5,Top ,Y,548.51,192.417,162.11,NA,4.68,0.805853953,7.05,0.72,0.153846154,23.85538462,0.1738,0.123977531,1.401866922,0,0,0,0,0,0,0,0,0,0,0,0.0526,0.1212,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P3,TRI_BC,Graminoid,211,260,05-15,Middle,Y,548.51,384.834,247.18,NA,4.68,0.617357094,9.6,0.72,0.153846154,36.55076923,0.0761,0.094978014,0.801238059,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_2,P3,TRI_BC,Graminoid,211,260,15-20,Bottom,Y,548.51,192.417,138.5,NA,4.68,0.696819928,4.42,0.72,0.153846154,20.62769231,0.0568,0.107203066,0.529835594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474,0,0.0094,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P1,TRI_BC,Shrub,211,211,0-5,Top ,Y,648.69,192.417,190.57,NA,7.56,0.972159425,3.51,2.99,0.395502646,73.98272487,0.00115,0.384491624,0.002990962,0,0,0.0001,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P1,TRI_BC,Shrub,211,211,05-15,Middle,Y,648.69,384.834,283.6,NA,7.56,0.722597276,5.52,2.99,0.395502646,109.9813757,0.0245,0.285789134,0.085727542,0,0,0.009,0,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P1,TRI_BC,Shrub,211,211,15-20,Bottom,Y,648.69,192.417,153.59,NA,7.56,0.776334731,4.21,2.99,0.395502646,59.08018519,0.0197,0.30704244,0.064160511,0,0,0.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P2,TRI_BC,Shrub,211,239,0-5,Top ,Y,422.71,192.417,100.35,NA,3.57,0.503333905,3.5,0.75,0.210084034,20.34663866,0.0245,0.105742417,0.231695101,0,0,0.0109,0,0.0097,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P2,TRI_BC,Shrub,211,239,05-15,Middle,Y,422.71,384.834,180.47,NA,3.57,0.457184137,4.53,0.75,0.210084034,36.96218487,0.0281,0.096047088,0.292564832,0,0,0.0155,0,0.0037,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P2,TRI_BC,Shrub,211,239,15-20,Bottom,Y,422.71,192.417,138.67,NA,3.57,0.701757121,3.64,0.75,0.210084034,28.36764706,0.0266,0.147427967,0.180427097,0,0,0.0208,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P3,TRI_BC,Shrub,211,260,0-5,Top ,Y,456.67,192.417,159.4,NA,8.67,0.809595826,3.62,2.74,0.316032295,49.23151096,0.2221,0.255858427,0.868058178,0,0,0,0,0.0421,0,0,0,0,0.0088,0,0,0.1712,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P3,TRI_BC,Shrub,211,260,05-15,Middle,Y,456.67,384.834,192.55,NA,8.67,0.485689934,5.64,2.74,0.316032295,59.06959631,0.0528,0.153493705,0.343988049,0,0,0.0161,0,0,0,0,0,0,0.011,0,0,0.0257,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Tricouni_3,P3,TRI_BC,Shrub,211,260,15-20,Bottom,Y,456.67,192.417,111.61,NA,8.67,0.567049689,2.5,2.74,0.316032295,34.48228374,0.2141,0.179206015,1.194714364,0,0,0.104,0,0,0,0,0,0,0.0034,0,0.1067,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
